,FFSR1,FFSR2,FFSR3,FFSR4,RFSR1,RFSR2,RFSR3,RFSR4,Weight,Height,Label
0,0,1648,113,0,0,137,548,765,70,180,0
1,0,1637,80,0,0,141,548,766,70,180,0
2,0,1637,0,0,0,141,549,766,70,180,0
3,0,1635,0,0,0,141,551,764,70,180,0
4,0,1647,0,0,0,140,554,761,70,180,0
5,0,1655,0,0,0,143,555,761,70,180,0
6,0,1671,115,0,0,142,558,751,70,180,0
7,0,1686,106,0,0,139,565,733,70,180,0
8,0,1671,431,0,0,128,577,668,70,180,0
9,0,1676,1202,0,0,102,575,571,70,180,0
10,0,1707,1508,0,0,118,516,615,70,180,0
11,0,1669,659,0,0,135,516,734,70,180,0
12,0,1696,448,0,0,137,524,746,70,180,0
13,0,1719,597,0,0,142,543,745,70,180,0
14,0,1729,633,0,0,139,544,746,70,180,0
15,0,1728,528,0,0,139,546,746,70,180,0
16,0,1726,665,0,0,142,549,745,70,180,0
17,0,1728,629,0,0,142,549,746,70,180,0
18,0,1735,667,0,0,141,550,748,70,180,0
19,0,1758,671,0,0,144,550,746,70,180,0
20,0,1758,659,0,0,143,548,750,70,180,0
21,0,1756,668,0,0,143,549,750,70,180,0
22,0,1745,653,0,0,144,549,751,70,180,0
23,0,1747,666,0,0,144,551,753,70,180,0
24,0,1753,668,0,0,144,552,753,70,180,0
25,0,1744,665,0,0,143,550,752,70,180,0
26,0,1749,666,0,0,143,556,753,70,180,0
27,0,1756,649,0,0,143,558,752,70,180,0
28,0,1751,576,0,0,144,559,753,70,180,0
29,0,1755,505,0,0,143,559,754,70,180,0
30,0,1744,481,0,0,151,531,768,70,180,0
31,0,1755,503,0,0,152,506,786,70,180,0
32,0,1755,499,0,0,152,504,797,70,180,0
33,0,1744,450,0,0,142,508,793,70,180,0
34,0,1742,486,0,0,150,521,787,70,180,0
35,0,1747,474,0,0,148,524,786,70,180,0
36,0,1754,481,0,0,147,530,782,70,180,0
37,0,1744,495,0,0,149,532,781,70,180,0
38,0,1739,497,0,0,145,532,777,70,180,0
39,0,1734,501,0,0,147,534,772,70,180,0
40,0,1724,501,0,0,145,536,772,70,180,0
41,0,1718,557,0,0,143,532,774,70,180,0
42,0,1727,561,0,0,148,536,774,70,180,0
43,0,1702,505,0,0,148,535,775,70,180,0
44,0,1701,506,0,0,154,536,778,70,180,0
45,0,1712,506,0,0,152,536,775,70,180,0
46,0,1710,509,0,0,148,537,775,70,180,0
47,0,1713,573,0,0,155,535,775,70,180,0
48,0,1702,605,0,0,155,535,776,70,180,0
49,0,1714,509,0,0,157,535,776,70,180,0
50,0,1730,506,0,0,156,537,776,70,180,0
51,0,1702,501,0,0,154,536,775,70,180,0
52,0,1712,503,0,0,155,536,776,70,180,0
53,0,1712,506,0,0,154,535,776,70,180,0
54,0,1712,500,0,0,155,535,775,70,180,0
55,0,1716,555,0,0,155,536,776,70,180,0
56,0,1718,507,0,0,154,535,777,70,180,0
57,0,1711,509,0,0,156,537,777,70,180,0
58,0,1708,502,0,0,154,537,780,70,180,0
59,0,1709,503,0,0,154,538,780,70,180,0
60,0,1712,496,0,0,155,538,779,70,180,0
61,0,1709,502,0,0,143,539,780,70,180,0
62,0,1712,506,0,0,151,534,782,70,180,0
63,0,1712,510,0,0,144,527,782,70,180,0
