,FFSR1,FFSR2,FFSR3,FFSR4,RFSR1,RFSR2,RFSR3,RFSR4,Weight,Height,Label
0,0,3349,3440,0,0,614,3,625,70,180,3
1,0,3405,3471,0,0,558,0,628,70,180,3
2,0,3461,3462,0,0,527,0,645,70,180,3
3,0,3472,3531,0,0,521,0,634,70,180,3
4,0,3497,3556,0,0,533,0,607,70,180,3
5,0,3543,3568,0,0,577,0,595,70,180,3
6,0,3539,3591,0,0,602,0,552,70,180,3
7,0,3569,3594,0,0,628,0,569,70,180,3
8,0,3638,3550,0,0,624,0,595,70,180,3
9,0,3701,3507,0,0,625,0,608,70,180,3
10,0,3713,3503,0,0,621,0,603,70,180,3
11,0,3683,3463,0,0,607,0,619,70,180,3
12,0,3604,3409,0,0,610,0,635,70,180,3
13,0,3583,3370,0,0,591,0,645,70,180,3
14,0,3630,3401,0,0,594,0,637,70,180,3
15,0,3648,3549,0,0,603,0,568,70,180,3
16,0,3601,3571,0,0,606,0,552,70,180,3
17,0,3547,3595,0,0,583,0,563,70,180,3
18,0,3555,3568,0,0,588,0,583,70,180,3
19,0,3632,3581,0,0,589,0,619,70,180,3
20,0,3622,3553,0,0,575,0,631,70,180,3
21,0,3609,3562,0,0,570,0,639,70,180,3
22,0,3621,3626,0,0,599,0,639,70,180,3
23,0,3513,3527,0,0,583,0,649,70,180,3
24,0,3442,3392,0,0,570,0,656,70,180,3
25,0,3552,3376,0,0,588,0,646,70,180,3
26,0,3605,3550,0,0,567,1,605,70,180,3
27,0,3645,3563,0,0,601,0,601,70,180,3
28,0,3717,3551,0,0,630,1,592,70,180,3
29,0,3473,3450,0,0,596,1,642,70,180,3
30,0,3503,3419,0,0,576,1,654,70,180,3
31,0,3635,3421,0,0,577,0,648,70,180,3
32,0,3760,3520,0,0,615,0,609,70,180,3
33,0,3761,3552,0,0,624,0,611,70,180,3
34,0,3764,3551,0,0,628,0,617,70,180,3
35,0,3767,3521,0,0,630,0,622,70,180,3
36,0,3755,3561,0,0,634,0,610,70,180,3
37,0,3694,3557,0,0,621,0,621,70,180,3
38,0,3649,3567,0,0,612,0,628,70,180,3
39,0,3632,3483,0,0,583,0,646,70,180,3
40,0,3687,3466,0,0,586,0,640,70,180,3
41,0,3714,3430,0,0,600,0,649,70,180,3
42,0,3761,3441,0,0,617,1,639,70,180,3
43,0,3769,3439,0,0,617,0,644,70,180,3
44,0,3792,3465,0,0,635,0,614,70,180,3
45,0,3791,3502,0,0,641,0,609,70,180,3
46,0,3753,3472,0,0,631,0,580,70,180,3
47,0,3765,3458,0,0,632,0,590,70,180,3
48,0,3774,3343,0,0,627,0,597,70,180,3
49,0,3708,3425,0,0,592,0,592,70,180,3
50,0,3739,3489,0,0,596,0,608,70,180,3
51,0,3724,3537,0,0,604,0,595,70,180,3
52,0,3721,3535,0,0,606,0,603,70,180,3
53,0,3691,3456,0,0,600,0,625,70,180,3
54,0,3693,3462,0,0,601,0,631,70,180,3
55,0,3650,3443,0,0,602,0,629,70,180,3
56,0,3635,3502,0,0,603,0,629,70,180,3
57,0,3698,3549,0,0,638,0,575,70,180,3
58,0,3719,3543,0,0,640,0,597,70,180,3
59,0,3701,3557,0,0,633,0,614,70,180,3
60,0,3681,3542,0,0,626,0,622,70,180,3
61,0,3696,3483,0,0,601,0,633,70,180,3
62,0,3631,3439,0,0,575,0,630,70,180,3
63,0,3696,3546,0,0,629,0,606,70,180,3
