,FFSR1,FFSR2,FFSR3,FFSR4,RFSR1,RFSR2,RFSR3,RFSR4,Weight,Height,Label
0,0,3554,3375,0,0,539,20,714,70,180,3
1,0,3651,3415,0,0,524,25,721,70,180,3
2,0,3568,3417,0,0,516,22,712,70,180,3
3,0,3469,3429,0,0,427,25,717,70,180,3
4,0,3360,3449,0,0,362,22,723,70,180,3
5,0,3316,3443,0,0,387,25,726,70,180,3
6,0,3470,3461,0,0,490,15,722,70,180,3
7,0,3520,3466,0,0,541,9,722,70,180,3
8,0,3621,3440,0,0,574,14,723,70,180,3
9,0,3661,3470,0,0,573,13,727,70,180,3
10,0,3653,3453,0,0,579,13,726,70,180,3
11,0,3634,3415,0,0,586,15,725,70,180,3
12,0,3665,3441,0,0,573,12,727,70,180,3
13,0,3466,3440,0,0,521,12,725,70,180,3
14,0,3331,3440,0,0,464,12,725,70,180,3
15,0,3450,3439,0,0,549,11,724,70,180,3
16,0,3627,3438,0,0,592,12,726,70,180,3
17,0,3617,3420,0,0,593,9,726,70,180,3
18,0,3604,3435,0,0,586,9,727,70,180,3
19,0,3567,3435,0,0,578,7,729,70,180,3
20,0,3554,3436,0,0,560,8,729,70,180,3
21,0,3507,3435,0,0,500,0,734,70,180,3
22,0,3328,3451,0,0,446,0,731,70,180,3
23,0,3265,3438,0,0,358,0,734,70,180,3
24,0,3201,3448,0,0,320,0,732,70,180,3
25,0,3027,3448,0,0,266,0,732,70,180,3
26,0,3026,3441,0,0,257,0,734,70,180,3
27,0,3041,3420,0,0,245,0,732,70,180,3
28,0,3033,3413,0,0,235,0,732,70,180,3
29,0,3102,3408,0,0,232,0,733,70,180,3
30,0,3157,3401,0,0,246,0,731,70,180,3
31,0,3183,3393,0,0,257,0,727,70,180,3
32,0,3255,3397,0,0,271,0,729,70,180,3
33,0,3312,3411,0,0,277,0,731,70,180,3
34,0,3393,3418,0,0,455,0,731,70,180,3
35,0,3440,3446,0,0,550,0,730,70,180,3
36,0,3375,3423,0,0,528,0,731,70,180,3
37,0,3419,3431,0,0,539,0,732,70,180,3
38,0,3470,3444,0,0,563,0,728,70,180,3
39,0,3469,3427,0,0,555,0,729,70,180,3
40,0,3452,3408,0,0,556,0,731,70,180,3
41,0,3433,3394,0,0,550,0,730,70,180,3
42,0,3423,3375,0,0,557,0,729,70,180,3
43,0,3440,3389,0,0,546,0,727,70,180,3
44,0,3411,3402,0,0,510,0,728,70,180,3
45,0,3413,3413,0,0,519,0,727,70,180,3
46,0,3425,3427,0,0,525,0,730,70,180,3
47,0,3425,3429,0,0,512,0,731,70,180,3
48,0,3492,3425,0,0,556,0,727,70,180,3
49,0,3616,3417,0,0,575,0,719,70,180,3
50,0,3610,3417,0,0,563,0,722,70,180,3
51,0,3628,3423,0,0,575,0,724,70,180,3
52,0,3619,3418,0,0,568,0,725,70,180,3
53,0,3611,3408,0,0,573,0,725,70,180,3
54,0,3606,3415,0,0,570,0,726,70,180,3
55,0,3589,3405,0,0,558,0,726,70,180,3
56,0,3559,3406,0,0,544,0,726,70,180,3
57,0,3530,3407,0,0,571,0,721,70,180,3
58,0,3531,3391,0,0,589,10,722,70,180,3
59,0,3482,3347,0,0,626,0,716,70,180,3
60,0,3486,3307,0,0,638,7,714,70,180,3
61,0,3551,3330,0,0,645,0,716,70,180,3
62,0,3678,3340,0,0,658,0,717,70,180,3
63,0,3715,3354,0,0,640,0,719,70,180,3
