,FFSR1,FFSR2,FFSR3,FFSR4,RFSR1,RFSR2,RFSR3,RFSR4,Weight,Height,Label
0,0,393,0,586,0,399,0,309,0,0,0
1,0,395,0,599,0,400,0,309,0,0,0
2,0,394,0,595,0,399,0,309,0,0,0
3,0,397,0,598,0,400,0,312,0,0,0
4,0,450,0,592,0,399,0,310,0,0,0
5,0,396,0,595,0,399,0,313,0,0,0
6,0,394,0,595,0,399,0,313,0,0,0
7,0,395,0,592,0,400,0,319,0,0,0
8,0,393,0,592,0,399,0,318,0,0,0
9,0,395,0,561,0,398,0,319,0,0,0
10,0,396,0,558,0,399,0,319,0,0,0
11,0,394,0,550,0,399,0,319,0,0,0
12,0,395,0,559,0,401,0,319,0,0,0
13,0,396,0,569,0,401,0,320,0,0,0
14,0,395,0,582,0,402,0,317,0,0,0
15,0,391,0,571,0,400,0,317,0,0,0
16,0,395,0,567,0,401,0,325,0,0,0
17,0,397,0,554,0,401,0,327,0,0,0
18,0,397,0,558,0,401,0,319,0,0,0
19,0,397,0,545,0,401,0,319,0,0,0
20,0,395,0,546,0,401,0,319,0,0,0
21,0,394,0,560,0,402,0,319,0,0,0
22,0,398,0,560,0,401,0,317,0,0,0
23,0,398,0,547,0,401,0,314,0,0,0
24,0,393,0,549,0,400,0,317,0,0,0
25,0,394,0,567,0,400,0,318,0,0,0
26,0,396,0,561,0,400,0,318,0,0,0
27,0,395,0,560,0,400,0,318,0,0,0
28,0,399,0,576,0,401,0,320,0,0,0
29,0,397,0,551,0,401,0,319,0,0,0
30,0,397,0,561,0,403,0,320,0,0,0
31,0,399,0,553,0,404,0,320,0,0,0
32,0,398,0,558,0,404,0,320,0,0,0
33,0,398,0,551,0,403,0,321,0,0,0
34,0,397,0,556,0,403,0,320,0,0,0
35,0,390,0,545,0,404,0,320,0,0,0
36,0,393,0,545,0,405,0,321,0,0,0
37,0,394,0,560,0,405,0,321,0,0,0
38,0,393,0,549,0,405,0,324,0,0,0
39,0,396,0,548,0,404,0,323,0,0,0
40,0,395,0,547,0,404,0,323,0,0,0
41,0,395,0,544,0,403,0,322,0,0,0
42,0,397,0,543,0,404,0,322,0,0,0
43,0,397,0,542,0,404,0,327,0,0,0
44,0,398,0,542,0,403,0,327,0,0,0
45,0,400,0,548,0,403,0,327,0,0,0
46,0,399,0,547,0,402,0,330,0,0,0
47,0,397,0,547,0,403,0,328,0,0,0
48,0,397,0,551,0,404,0,329,0,0,0
49,0,398,0,556,0,404,0,329,0,0,0
50,0,399,0,555,0,405,0,330,0,0,0
51,0,397,0,553,0,405,0,331,0,0,0
52,0,400,0,546,0,403,0,331,0,0,0
53,0,400,0,535,0,406,0,329,0,0,0
54,0,402,0,548,0,405,0,328,0,0,0
55,0,407,0,549,0,404,0,328,0,0,0
56,0,406,0,543,0,405,0,324,0,0,0
57,0,406,0,551,0,403,0,324,0,0,0
58,0,407,0,550,0,404,0,324,0,0,0
59,0,407,0,548,0,404,0,322,0,0,0
60,0,406,0,547,0,404,0,318,0,0,0
61,0,403,0,537,0,404,0,320,0,0,0
62,0,402,0,544,0,402,0,315,0,0,0
63,0,405,0,549,0,403,0,318,0,0,0
