,FFSR1,FFSR2,FFSR3,FFSR4,RFSR1,RFSR2,RFSR3,RFSR4,Weight,Height,Label
0,0,3778,3888,0,0,883,65,683,83,185,3
1,0,3749,3883,0,0,877,71,689,83,185,3
2,0,3723,3865,0,0,878,99,688,83,185,3
3,0,3701,3850,0,0,881,73,685,83,185,3
4,0,3701,3850,0,0,882,74,686,83,185,3
5,0,3715,3859,0,0,886,48,686,83,185,3
6,0,3735,3869,0,0,888,36,678,83,185,3
7,0,3774,3886,0,0,890,0,689,83,185,3
8,0,3792,3885,0,0,891,8,689,83,185,3
9,0,3696,3898,0,0,860,44,680,83,185,3
10,0,3684,3878,0,0,860,72,686,83,185,3
11,0,3602,3807,0,0,865,190,692,83,185,3
12,0,3655,3776,0,0,881,192,696,83,185,3
13,0,3670,3805,0,0,883,145,693,83,185,3
14,0,3648,3775,0,0,885,191,688,83,185,3
15,0,3595,3645,0,0,883,271,680,83,185,3
16,0,3605,3466,0,0,884,380,671,83,185,3
17,0,3634,3331,0,0,873,445,669,83,185,3
18,0,3674,3271,0,0,849,427,665,83,185,3
19,0,3657,3248,0,0,855,499,634,83,185,3
20,0,3616,3154,0,0,856,538,600,83,185,3
21,0,3603,3376,0,0,861,527,594,83,185,3
22,0,3573,3495,0,0,855,507,645,83,185,3
23,0,3484,3317,0,0,830,530,681,83,185,3
24,0,3504,3536,0,0,846,536,681,83,185,3
25,0,3397,3789,0,0,833,607,240,83,185,3
26,0,3479,3810,0,0,860,557,382,83,185,3
27,0,3717,3775,0,0,887,529,779,83,185,3
28,0,3774,3659,0,0,891,508,732,83,185,3
29,0,3717,3600,0,0,877,560,719,83,185,3
30,0,3719,3718,0,0,879,564,687,83,185,3
31,0,3712,3651,0,0,879,558,693,83,185,3
32,0,3687,3378,0,0,875,595,756,83,185,3
33,0,3642,3046,0,0,866,611,773,83,185,3
34,0,3659,2711,0,0,862,586,766,83,185,3
35,0,3662,2799,0,0,866,562,759,83,185,3
36,0,3689,2870,0,0,870,504,757,83,185,3
37,0,3705,2946,0,0,871,444,765,83,185,3
38,0,3696,2959,0,0,869,415,772,83,185,3
39,0,3692,2980,0,0,867,377,781,83,185,3
40,0,3718,3002,0,0,871,301,786,83,185,3
41,0,3756,3024,0,0,878,281,793,83,185,3
42,0,3775,3056,0,0,882,245,796,83,185,3
43,0,3811,3096,0,0,885,212,802,83,185,3
44,0,3799,3078,0,0,886,207,802,83,185,3
45,0,3787,3054,0,0,884,216,803,83,185,3
46,0,3805,3084,0,0,888,199,803,83,185,3
47,0,3801,3071,0,0,885,192,804,83,185,3
48,0,3828,3132,0,0,887,149,804,83,185,3
49,0,3840,3168,0,0,890,127,802,83,185,3
50,0,3834,3181,0,0,890,120,802,83,185,3
51,0,3851,3214,0,0,894,120,800,83,185,3
52,0,3893,3226,0,0,896,126,800,83,185,3
53,0,3840,3227,0,0,897,163,797,83,185,3
54,0,3809,3235,0,0,891,203,797,83,185,3
55,0,3803,3223,0,0,888,236,798,83,185,3
56,0,3760,3215,0,0,885,292,796,83,185,3
57,0,3747,3198,0,0,882,327,791,83,185,3
58,0,3714,3139,0,0,866,341,799,83,185,3
59,0,3761,3165,0,0,881,300,799,83,185,3
60,0,3738,3148,0,0,866,300,808,83,185,3
61,0,3758,3152,0,0,874,303,812,83,185,3
62,0,3785,3147,0,0,890,258,813,83,185,3
63,0,3773,3136,0,0,890,216,812,83,185,3
