,FFSR1,FFSR2,FFSR3,FFSR4,RFSR1,RFSR2,RFSR3,RFSR4,Weight,Height,Label
0,3500,0,0,0,365,96,581,840,83,185,2
1,3504,0,0,0,492,93,529,832,83,185,2
2,3487,0,0,0,349,98,572,819,83,185,2
3,3173,0,0,0,196,101,580,813,83,185,2
4,0,2327,0,0,723,103,683,842,83,185,2
5,0,0,0,0,760,105,654,835,83,185,2
6,0,0,0,0,779,103,651,841,83,185,2
7,0,0,0,0,780,103,662,843,83,185,2
8,0,0,0,0,785,102,664,845,83,185,2
9,0,0,0,0,791,101,665,843,83,185,2
10,0,0,0,0,788,101,672,841,83,185,2
11,0,0,0,0,791,100,669,841,83,185,2
12,0,0,0,0,742,105,646,850,83,185,2
13,0,0,0,0,713,104,642,847,83,185,2
14,0,0,0,0,720,104,647,860,83,185,2
15,0,0,0,0,728,104,646,861,83,185,2
16,0,0,0,0,735,105,653,859,83,185,2
17,0,0,0,0,737,103,650,858,83,185,2
18,0,0,0,0,734,102,652,856,83,185,2
19,0,0,0,0,735,102,653,857,83,185,2
20,0,0,0,0,735,102,655,857,83,185,2
21,0,0,0,0,733,103,655,856,83,185,2
22,0,0,0,0,732,102,654,856,83,185,2
23,0,0,0,0,736,91,657,857,83,185,2
24,0,0,0,0,735,91,656,857,83,185,2
25,0,0,0,0,736,91,656,856,83,185,2
26,0,0,0,0,737,91,656,856,83,185,2
27,0,0,0,0,739,93,656,855,83,185,2
28,0,0,0,0,741,93,657,856,83,185,2
29,0,0,0,0,740,94,657,857,83,185,2
30,0,0,0,0,738,93,650,861,83,185,2
31,0,0,0,0,746,95,668,756,83,185,2
32,0,0,0,0,673,94,711,614,83,185,2
33,0,0,0,0,772,95,711,522,83,185,2
34,0,0,0,0,752,95,735,626,83,185,2
35,0,0,0,0,818,95,688,636,83,185,2
36,0,0,0,0,853,94,711,654,83,185,2
37,0,0,0,0,822,96,720,674,83,185,2
38,0,0,0,0,827,94,718,681,83,185,2
39,0,0,0,0,825,94,725,683,83,185,2
40,0,0,0,0,825,94,725,685,83,185,2
41,0,0,0,0,822,95,727,688,83,185,2
42,0,0,0,0,815,94,730,690,83,185,2
43,0,0,0,0,819,95,730,692,83,185,2
44,0,0,0,0,822,97,728,691,83,185,2
45,0,0,0,0,819,98,733,693,83,185,2
46,0,0,0,0,816,94,730,695,83,185,2
47,0,0,0,0,826,93,728,698,83,185,2
48,0,0,0,0,825,93,741,769,83,185,2
49,0,0,0,0,822,92,742,776,83,185,2
50,0,0,0,0,826,93,736,776,83,185,2
51,0,0,0,0,827,94,735,780,83,185,2
52,0,0,0,0,828,93,720,783,83,185,2
53,0,0,0,0,829,93,719,785,83,185,2
54,0,0,0,0,827,94,715,790,83,185,2
55,0,0,0,0,827,94,715,790,83,185,2
56,0,0,0,0,827,94,716,790,83,185,2
57,0,0,0,0,827,93,720,790,83,185,2
58,0,0,0,0,828,94,721,791,83,185,2
59,0,0,0,0,828,94,721,791,83,185,2
60,0,0,0,0,827,94,721,792,83,185,2
61,0,0,0,0,829,93,718,793,83,185,2
62,0,0,0,0,829,92,718,794,83,185,2
63,0,0,0,0,829,93,719,794,83,185,2
