,FFSR1,FFSR2,FFSR3,FFSR4,RFSR1,RFSR2,RFSR3,RFSR4,Weight,Height,Label
0,0,3682,0,0,0,768,790,848,110,183,1
1,0,3580,0,0,0,745,794,817,110,183,1
2,0,3561,902,0,0,748,767,792,110,183,1
3,0,3567,1952,0,0,753,769,802,110,183,1
4,0,3538,1724,0,0,736,773,821,110,183,1
5,0,3502,1269,0,0,724,776,841,110,183,1
6,0,3501,1505,0,0,729,779,840,110,183,1
7,0,3508,1925,0,0,736,778,836,110,183,1
8,0,3511,1922,0,0,739,778,843,110,183,1
9,0,3502,1825,0,0,732,781,846,110,183,1
10,0,3497,1879,0,0,731,781,847,110,183,1
11,0,3507,1940,0,0,735,781,847,110,183,1
12,0,3508,1949,0,0,738,781,846,110,183,1
13,0,3504,1894,0,0,735,781,848,110,183,1
14,0,3504,1877,0,0,734,781,848,110,183,1
15,0,3506,1921,0,0,738,781,849,110,183,1
16,0,3507,1928,0,0,738,782,850,110,183,1
17,0,3504,1872,0,0,739,782,853,110,183,1
18,0,3506,1829,0,0,739,783,852,110,183,1
19,0,3509,1808,0,0,740,783,854,110,183,1
20,0,3513,1814,0,0,740,783,855,110,183,1
21,0,3506,1840,0,0,739,785,854,110,183,1
22,0,3507,1936,0,0,740,784,851,110,183,1
23,0,3517,2003,0,0,741,787,841,110,183,1
24,0,3533,2030,0,0,745,787,833,110,183,1
25,0,3534,1975,0,0,746,788,830,110,183,1
26,0,3534,1985,0,0,745,786,833,110,183,1
27,0,3542,1996,0,0,747,789,835,110,183,1
28,0,3542,1954,0,0,747,789,832,110,183,1
29,0,3548,1941,0,0,748,787,838,110,183,1
30,0,3554,1901,0,0,748,789,839,110,183,1
31,0,3569,1950,0,0,749,789,839,110,183,1
32,0,3555,1559,0,0,749,790,842,110,183,1
33,0,3565,1755,0,0,749,788,842,110,183,1
34,0,3565,1655,0,0,751,786,846,110,183,1
35,0,3561,1568,0,0,752,785,847,110,183,1
36,0,3557,1616,0,0,747,787,848,110,183,1
37,0,3577,1545,0,0,758,787,853,110,183,1
38,0,3559,1222,0,0,750,785,856,110,183,1
39,0,3571,1275,0,0,757,782,862,110,183,1
40,0,3561,1035,0,0,751,786,863,110,183,1
41,0,3559,937,0,0,751,787,863,110,183,1
42,0,3563,880,0,0,753,787,868,110,183,1
43,0,3558,567,0,0,746,789,873,110,183,1
44,0,3558,801,0,0,749,787,872,110,183,1
45,0,3572,1424,0,0,758,785,866,110,183,1
46,0,3554,2005,0,0,753,787,852,110,183,1
47,0,3530,2218,0,0,749,787,841,110,183,1
48,0,3535,2259,0,0,751,790,833,110,183,1
49,0,3535,2291,0,0,749,789,832,110,183,1
50,0,3523,2290,0,0,746,790,834,110,183,1
51,0,3521,2323,0,0,747,790,828,110,183,1
52,0,3526,2337,0,0,747,791,831,110,183,1
53,0,3522,2331,0,0,745,794,840,110,183,1
54,0,3520,2291,0,0,745,789,843,110,183,1
55,0,3518,2288,0,0,742,791,840,110,183,1
56,0,3527,2306,0,0,745,790,840,110,183,1
57,0,3531,2319,0,0,747,792,840,110,183,1
58,0,3543,2234,0,0,751,792,842,110,183,1
59,0,3551,2160,0,0,754,791,847,110,183,1
60,0,3555,2155,0,0,752,792,846,110,183,1
61,0,3568,2160,0,0,756,793,847,110,183,1
62,0,3568,2160,0,0,756,793,847,110,183,1
63,0,3574,2117,0,0,757,793,847,110,183,1
