,FFSR1,FFSR2,FFSR3,FFSR4,RFSR1,RFSR2,RFSR3,RFSR4,Weight,Height,Label
0,0,2078,2385,0,0,432,896,852,110,183,0
1,0,2082,2428,0,0,434,895,852,110,183,0
2,0,2071,2416,0,0,429,894,851,110,183,0
3,0,2083,2384,0,0,434,896,853,110,183,0
4,0,2086,2375,0,0,433,897,853,110,183,0
5,0,2063,2332,0,0,433,898,853,110,183,0
6,0,2077,2353,0,0,434,898,853,110,183,0
7,0,2069,2375,0,0,434,898,853,110,183,0
8,0,2047,2375,0,0,434,897,854,110,183,0
9,0,2033,2400,0,0,434,897,854,110,183,0
10,0,2029,2550,0,0,438,897,854,110,183,0
11,0,2010,2480,0,0,435,897,854,110,183,0
12,0,1925,2416,0,0,441,901,853,110,183,0
13,0,528,2614,0,0,457,910,851,110,183,0
14,0,0,2705,0,0,404,920,842,110,183,0
15,0,0,2750,0,0,298,932,842,110,183,0
16,0,0,2758,0,0,359,932,847,110,183,0
17,0,0,2769,0,0,531,916,847,110,183,0
18,0,0,2752,0,0,571,887,851,110,183,0
19,0,0,2738,0,0,563,887,852,110,183,0
20,0,0,2725,0,0,564,886,853,110,183,0
21,0,0,2726,0,0,563,885,851,110,183,0
22,0,350,2721,0,0,567,886,851,110,183,0
23,0,461,2719,0,0,568,889,853,110,183,0
24,0,528,2708,0,0,567,887,852,110,183,0
25,0,715,2711,0,0,570,887,852,110,183,0
26,0,720,2725,0,0,572,889,853,110,183,0
27,0,725,2731,0,0,571,888,853,110,183,0
28,0,781,2738,0,0,571,888,854,110,183,0
29,0,464,2736,0,0,574,895,852,110,183,0
30,0,0,2795,0,0,506,914,845,110,183,0
31,0,0,2771,0,0,462,919,845,110,183,0
32,0,0,2723,0,0,480,913,847,110,183,0
33,0,1515,2711,0,0,484,906,850,110,183,0
34,0,1904,2519,0,0,457,913,852,110,183,0
35,0,1699,2429,0,16,272,924,848,110,183,0
36,0,1385,1618,0,164,231,928,848,110,183,0
37,0,1414,2070,0,218,274,928,849,110,183,0
38,0,1401,2293,0,203,317,913,851,110,183,0
39,0,1439,2322,0,334,324,909,853,110,183,0
40,0,1585,2151,0,331,336,911,854,110,183,0
41,0,1693,2349,0,322,342,912,855,110,183,0
42,0,1726,2342,0,326,346,912,855,110,183,0
43,0,1721,2274,0,329,337,913,854,110,183,0
44,0,1727,2320,0,326,344,914,851,110,183,0
45,0,1727,2325,0,324,344,914,851,110,183,0
46,0,1726,2219,0,334,340,914,851,110,183,0
47,0,1723,2224,0,326,344,914,851,110,183,0
48,0,1722,2223,0,334,344,914,852,110,183,0
49,0,1725,2255,0,338,345,914,851,110,183,0
50,0,1724,2288,0,335,346,914,852,110,183,0
51,0,1722,2304,0,331,347,913,853,110,183,0
52,0,1722,2305,0,332,346,912,854,110,183,0
53,0,1719,2338,0,330,346,913,854,110,183,0
54,0,1719,2291,0,330,348,913,853,110,183,0
55,0,1722,2233,0,333,348,914,853,110,183,0
56,0,1719,2235,0,339,348,915,853,110,183,0
57,0,1721,2270,0,341,350,914,853,110,183,0
58,0,1719,2279,0,338,351,914,853,110,183,0
59,0,1719,2305,0,344,349,912,853,110,183,0
60,0,1712,2313,0,342,352,913,854,110,183,0
61,0,1719,2327,0,348,349,913,854,110,183,0
62,0,1717,2304,0,347,351,913,854,110,183,0
63,0,1717,2272,0,348,351,914,853,110,183,0
